episode,total_reward,x,y,z
480,-102.865799194,0.080469180414,0.012205721372,0.0
481,-102.865120121,0.321206351029,0.00982137949132,0.0
482,-102.865803508,0.0819741642287,-0.0105080580399,0.0
483,-102.865263856,0.298641505947,0.0118400916357,0.0
484,-102.865208125,0.0450365740273,-0.00107874048496,0.0
485,-102.865325517,0.0284880737076,0.0106681576077,0.0
486,-102.865337803,0.00807888262809,-0.00834422506372,0.0
487,-102.865737388,0.101711247371,-0.0166682923361,0.0
488,-102.865004593,0.160799524487,0.00142137258794,0.0
489,-102.865187165,1.57963766327,0.00223595582924,0.0
490,-102.864906045,0.00409456172965,-0.00111445341396,0.0
491,-102.864973345,1.92248589446,0.00152761441741,0.0
492,-102.865486997,0.51210874382,-0.0122332139865,0.0
493,-102.865478199,0.0156055915948,-0.0050271621933,0.0
494,-102.865944668,0.421721817692,-0.0361660749291,0.0
495,-102.865372291,0.364343933915,-0.00367704904356,0.0
496,-102.86502058,0.00122420082219,-0.00620579657717,0.0
497,-102.86536767,3.69134374766,0.00315665383771,0.0
498,-102.864814887,3.62142925972,0.000358564122173,0.0
499,-102.864867655,3.62700964857,0.00154202506918,0.0
500,-102.866387874,0.346366690736,-0.0243143597085,0.0
